text,intent,sentiment
Could you explain how ZENDS supports network monitoring under Home & Office Internet? I use ZENDOffice Net 1G in Thailand. Kindly confirm.,Technical,Neutral
"I appreciate the clarification so far. For an enterprise customer in Thailand, how do the listed prices of ZENDSmart Parking ($40) and ZENDSmart Traffic ($72) differ? I would appreciate a quick confirmation.",Product Inquiry,Happy
I need a clear billing answer today. I am reviewing the $48 charge for ZENDFiber Home 1 Gbps in India. Which billing rule applies to an individual customer? Please respond clearly.,Billing,Angry
I need this technical issue handled promptly. Can you help me use 24/7 technical support listed under Home & Office Internet? My product is ZENDFiber Home 300 Mbps in India.,Technical,Angry
I need practical help with troubleshooting listed under Home & Office Internet; I use ZENDFiber Home 300 Mbps. Is there a recommended troubleshooting path? Kindly confirm.,Technical,Neutral
Good to know. I need to understand the invoice process for my enterprise ZENDEnterprise Ultra service in India.,Billing,Happy
"I am pleased with the guidance so far. For an enterprise customer in India, how do the listed prices of Postpaid Platinum ($66) and Postpaid Gold ($50) differ? Could you confirm that for me?",Product Inquiry,Happy
I am glad I checked this in advance. I want to understand the refund window for ZENDIndustrial Sensor; is the usage threshold below 10%?,Refund,Happy
Please address this refund request promptly. I am within 7 days of starting ZENDBiz Connect 1G in India and my usage is below 10%. Can I request a full refund? Please respond clearly.,Refund,Angry
I would like to understand this better. The problem with file storage on my individual ZENDCloud VM Enterprise account keeps recurring. I need a formal resolution. Kindly confirm.,Complaint,Neutral
"I need a clear billing answer today. Does an enterprise ZENDCloud VM Pro account in Singapore receive a consolidated invoice, and how is it billed?",Billing,Angry
I appreciate the clarification so far. Please explain whether my ZENDCloud VM Basic service in Thailand is eligible for a refund before the 7-day period ends.,Refund,Happy
"I appreciate that this is being reviewed, but I have contacted support more than once about setup guidance for ZENDOffice Net 1G in Singapore, but it remains unresolved. How can I escalate this?",Complaint,Happy
I appreciate the clarification so far. I want to choose between ZENDIndustrial Sensor and ZENDSmart Parking. What do their listed prices in India show for an individual customer? Could you confirm that for me?,Product Inquiry,Happy
"I need a clear product answer before I decide. Before choosing ZENDStorage 10TB, could you explain what is included and the $120 price for an individual customer in USA?",Product Inquiry,Angry
I need a clear decision about my refund request. Could you confirm the 7-day and under-10%-usage conditions for a full refund on ZENDOffice Net 500? Please respond clearly.,Refund,Angry
I am glad I checked this in advance. I need to check refund eligibility for ZENDFiber Home 300 Mbps: I am still within 7 days and usage is under 10%. I would appreciate a quick confirmation.,Refund,Happy
Could you explain why ZENDS bills ZENDArchive Storage in advance each month for customers in USA? Kindly confirm.,Billing,Neutral
I need a clear decision about my refund request. Is there any refund option for an activated ZENDArchive Storage cloud service in USA? I need this resolved promptly.,Refund,Angry
"I would like to understand this better. Is ZENDEnterprise Ultra available to an enterprise customer in Thailand, and what does the offering include? Kindly confirm.",Product Inquiry,Neutral
I need a clear decision about my refund request. I want to understand the refund window for ZENDIndustrial Sensor; is the usage threshold below 10%? I need this resolved promptly.,Refund,Angry
"Could you clarify one point? Which services does ZENDS list under IoT & Smart Solutions, including reporting dashboards, for someone considering ZENDSmart Traffic in Thailand?",Product Inquiry,Neutral
I should not have to keep asking about this. I need to raise a complaint because SIM and eSIM provisioning for Prepaid Basic in USA has not been resolved.,Complaint,Angry
I would like to understand this better. I am considering ZENDFleet IoT in Thailand. What does this fleet IoT solution offer to an enterprise customer? Please let me know.,Product Inquiry,Neutral
I should not have to keep asking about this. I am dissatisfied with how the file storage issue on my ZENDCloud VM Pro account has been handled. I need a proper resolution.,Complaint,Angry
This has been helpful so far. Can you help me use security add-ons listed under Business Connectivity? My product is ZENDBiz Connect 100 in Thailand.,Technical,Happy
I need a clear billing answer today. Could you explain why ZENDS bills ZENDEnterprise Dedicated in advance each month for customers in Singapore?,Billing,Angry
"This billing matter needs to be resolved. Does an enterprise ZENDSmart Lighting account in India receive a consolidated invoice, and how is it billed? I need this resolved promptly.",Billing,Angry
I need to raise a complaint because priority troubleshooting for ZENDEnterprise Dedicated in India has not been resolved.,Complaint,Neutral
Is the $55 amount for ZENDSmart Parking in Singapore part of the monthly advance billing cycle? Kindly confirm.,Billing,Neutral
I am glad I checked this in advance. I am within 7 days of starting ZENDOffice Net 1G in Singapore and my usage is below 10%. Can I request a full refund? I would appreciate a quick confirmation.,Refund,Happy
I have been waiting for a clear answer. I am dissatisfied with how the 5G mobile data issue on my Postpaid Gold account has been handled. I need a proper resolution. I need this resolved promptly.,Complaint,Angry
Could you clarify one point? Could you explain why ZENDS bills ZENDSmart Parking in advance each month for customers in Singapore? Kindly confirm.,Billing,Neutral
I should not have to keep asking about this. My enterprise ZENDCloud VM Basic service in India still has an unresolved file storage concern after support contact. I need this resolved promptly.,Complaint,Angry
Could you clarify one point? What help is available for SLA-backed uptime under Business Connectivity for an enterprise customer using ZENDEnterprise Ultra? Please let me know.,Technical,Neutral
I need a clear decision about my refund request. Would an individual customer using less than 10% of Postpaid Silver qualify for a refund within 7 days? Please respond clearly.,Refund,Angry
"I appreciate that this is being reviewed, but I have had to report the SMS issue on my Postpaid Silver account repeatedly. Please provide an escalation option. Could you confirm that for me?",Complaint,Happy
I need a clear decision about my refund request. Would an enterprise customer using less than 10% of ZENDFiber Home 100 Mbps qualify for a refund within 7 days? Please respond clearly.,Refund,Angry
